date,belgium_bacton_zeebrugge_pipe_import,netherlands_balgzand_bacton_pipeline_import,norway_langeled_easington_pipeline_import,norway_via_FLAGS_st_fergus_pipeline_imports,norway_frigg_st_fergus_pipeline_imports,norway_SAGE_st_fergus_pipeline_imports,norway_CATS_teesside_pipeline_imports,norway_total_pipeline_imports,total_pipeline_imports,algeria_shipping_lng_imports,angola_shipping_lng_imports,australia_shipping_lng_imports,belgium_shipping_lng_imports,cameroon_shipping_lng_imports,chile_shipping_lng_imports,dominican_republic_shipping_lng_imports,egypt_shipping_lng_imports,equatorial_guinea_shipping_lng_imports,france_shipping_lng_imports,netherlands_shipping_lng_imports,nigeria_shipping_lng_imports,norway_shipping_lng_imports,oman_shipping_lng_imports,peru_shipping_lng_imports,qatar_shipping_lng_imports,russia_shipping_lng_imports,spain_shipping_lng_imports,trinidad_trobago_shipping_lng_imports,USA_shipping_lng_imports,yemen_shipping_lng_imports,total_shipping_lng_imports,total_imports
April 2016,0,4918.99,15619.32,8690.65,4301.11,919.12,258.26,29788.47,34707.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11872.53,0,0,0,0,0,11872.53,46579.99
May 2016,0,249.39,9751.77,7979.43,3231.72,939.27,85.43,21987.63,22237.02,882.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12999.77,0,0,0,0,0,13882.33,36119.35
June 2016,179.58,309.8,11680.69,6378.95,2337.62,1012.54,0,21409.8,21899.18,953.23,0,0,872.17,0,0,0,0,0,0,0,0,969.18,0,0,5092.31,0,0,0,0,0,7886.88,29786.07
July 2016,0,0,4483.22,8083.97,4112.35,1026.86,19.33,17725.73,17725.73,0,0,0,0,0,0,0,70.78,0,0,0,0,0,0,0,10226.32,0,0,0,0,0,10297.1,28022.83
August 2016,0,129.13,5341.84,8342.11,2204.51,584.54,10.03,16483.03,16612.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574.64,0,0,0,0,0,9574.64,26186.8
September 2016,0,179.88,5005.95,7839.33,4957.94,1148.97,17.4,18969.59,19149.47,0,0,0,0,0,0,0,0,0,0,0,0,927.22,0,0,12483.17,0,0,0,0,0,13410.39,32559.87
October 2016,0,4121.09,20094.6,7648,5829.79,1183.64,1.51,34757.55,38878.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398.12,0,0,0,0,0,3398.12,42276.77
November 2016,6074.81,10166.17,23188.92,7870.2,8399.6,950.33,120.28,40529.33,56770.31,0,0,0,0,0,0,0,0,0,0,0,1048.91,0,0,0,4467.7,0,0,0,0,0,5516.61,62286.93
December 2016,8323.21,4975.95,24864.35,8502.79,8740.59,1114.28,24.27,43246.28,56545.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144.61,0,0,0,0,0,3144.61,59690.05
January 2017,7195.06,5230.54,25105.82,8479.18,11755.07,1405.85,50.38,46796.29,59221.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.91,0,0,0,0,0,1707.91,60929.81
February 2017,5355.4,3590.23,22392.19,6890.77,10035.09,1338.46,5.84,40662.35,49607.98,0,0,0,0,0,0,408.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.41,50016.39
March 2017,25.53,517.24,22835.45,7811.02,6050.46,1824.29,41.63,38562.85,39105.62,864.32,0,0,0,0,0,0,0,0,0,0,0,0,0,882.28,9870.4,0,0,0,0,0,11617,50722.61
April 2017,0,13.75,14921.34,8369.42,3781.87,1871.4,25.71,28969.74,28983.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10849.06,0,0,605.46,0,0,11454.52,40438.01
May 2017,0,77.02,9583.52,7297.01,3326.16,1721.11,9.88,21937.68,22014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6837.27,0,0,0,0,0,6837.27,28851.97
June 2017,0,0,6509.95,5765.71,3620.87,1893.34,53.91,17843.78,17843.78,484.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406.94,0,0,0,0,0,4891.74,22735.52
July 2017,0,0,13128.85,6277.87,5320.57,1724.5,56.56,26508.36,26508.36,0,0,0,0,0,0,0,0,0,0,0,970.77,0,0,0,8470.12,0,0,0,1003.98,0,10444.87,36953.23
August 2017,0,2.2,15449.28,7126.36,4303.48,1770.55,41.4,28691.08,28693.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3843.93,0,0,351.42,0,0,4195.35,32888.63
September 2017,0,52.32,13623.05,5277.25,4126.75,1615.98,6.58,24649.61,24701.93,201.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044.37,0,0,0,0,0,3246.19,27948.12
October 2017,0,388.13,17271,7047.29,5048.76,2101.91,31.72,31500.68,31888.81,554.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747.23,0,0,0,0,0,8301.49,40190.29
November 2017,1734.76,3425.86,23556,7302.56,9316.9,1910.27,22.67,42108.39,47269.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706.23,0,0,859.34,0,0,2565.57,49834.58
December 2017,15117.51,7468.48,24343.71,7219.97,11870.68,1741.65,10.53,45186.53,67772.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098.79,1064.29,0,843.49,0,0,5006.57,72779.09
January 2018,12254.2,10684.19,25070.85,6988.18,10949,1996.88,15.2,45020.11,67958.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.63,0,0,0,0,1061.63,69020.14
February 2018,13349.43,5644.86,22580.26,5281.09,10498.66,1792.25,16.12,40168.38,59162.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.23,0,0,0,0,0,1711.23,60873.9
March 2018,8944.54,5783.93,25335.95,6504.11,9071.74,1797.07,76.17,42785.05,57513.52,0,0,0,0,0,0,0,0,0,0,0,0,261.69,0,0,3038.76,1229.57,0,0,839.5,0,5369.53,62883.04
April 2018,521.58,678.6,19184.11,6859.69,2910.09,1777.89,6.07,30737.84,31938.02,467.58,0,0,0,0,0,0,446.39,0,0,0,0,874.46,0,0,3410.91,0,0,2791.87,938.28,0,8929.49,40867.51
May 2018,0,36.65,13750.03,6372.26,16.28,1894.45,15.9,22048.91,22085.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708.4,1072.59,0,0,0,0,2780.99,24866.55
June 2018,0,72.79,7325.68,5859.71,3281.99,1918.49,15.1,18400.96,18473.75,864.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048.75,354.72,0,947.48,0,0,6215.89,24689.65
July 2018,0,0.02,15476.97,6741.59,3189.79,1888.79,0.61,27297.75,27297.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424.97,0,0,0,0,0,3424.97,30722.74
August 2018,0,0,14179.02,6371.63,2732.08,1796.46,0,25079.19,25079.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343.76,1089.37,0,0,0,0,2433.13,27512.32
September 2018,0,228.66,9016.09,5468.64,2687.29,1731.64,0,18903.66,19132.32,1077.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.18,1084.61,0,0,0,0,3506.52,22638.83
October 2018,60.06,684.75,19585.5,6009.05,3592.94,1765.34,0,30952.84,31697.65,0,0,0,0,0,0,0,1061.13,0,0,0,0,0,0,0,4479.88,1907.63,0,673.08,2050.55,0,10172.28,41869.93
November 2018,9.46,1438.6,21705.94,6242.22,4393.65,1560.78,0,33902.59,35350.65,0,0,0,0,0,0,0,0,850.03,0,0,0,0,0,864.97,3579.53,5348.85,0,951.48,1072.79,0,12667.65,48018.3
December 2018,388.12,4842.74,24018.31,5749.39,6693.96,1587.78,0,38049.45,43280.31,0,0,0,0,0,0,0,0,0,0,0,839.8,2085.06,0,0,2425.4,3115.2,0,1081.69,6969.24,0,16516.39,59796.69
January 2019,2755.38,10562.72,25038.91,6213.96,8923.97,1792.08,0,41968.92,55287.02,0,0,0,0,0,0,0,0,840.82,0,0,0,0,0,2095.14,2256.6,5440.3,0,726.59,4971.25,0,16330.7,71617.72
February 2019,467.43,3487.44,21526.56,4810.21,3986.83,1360.62,0,31684.23,35639.1,864.39,0,0,0,909,0,0,0,0,0,0,0,882.71,0,0,3832.59,5509.9,0,0,0,0,11998.58,47637.67
March 2019,5.57,40.59,18940.45,5916.45,2348.93,1646.31,0,28852.14,28898.3,2782.37,0,0,0,0,0,0,0,0,0,0,855.04,0,0,0,9788.13,3182.76,0,0,1085.62,0,17693.93,46592.22
April 2019,0,15.29,12902.52,5905.19,1200.18,1566.78,0,21574.68,21589.97,1935.89,979.28,0,0,0,0,0,0,0,0,0,874.15,901.93,0,0,14474.16,2106.01,0,1071.85,1086.41,0,23429.7,45019.66
May 2019,0,19.11,9083.95,5801.91,831.76,1468.95,0,17186.57,17205.68,862.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22175.61,0,0,0,0,0,23038.04,40243.72
June 2019,0,0,18766.12,5149.19,1572.35,1523.14,0,27010.8,27010.8,864.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4763.94,1064.88,0,0,0,0,6692.99,33703.79
July 2019,0,30.98,12572.16,5358.74,664.74,1717.66,0,20313.3,20344.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427.36,2054.58,0,0,0,0,5481.94,25826.22
August 2019,0,297.26,9752.91,3475.3,688.39,1748.64,0,15665.25,15962.51,866.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.59,16829.11
September 2019,0,262.1,1921.16,5377.04,1312.32,0,0,8610.51,8872.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9832.4,1936.24,0,0,1342.6,0,13111.24,21983.86
October 2019,0,576.04,12180.6,5487.1,1252.21,1686.65,0,20606.56,21182.6,860.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15502.3,959.48,0,0,1774.74,0,19096.71,40279.31
November 2019,588.85,1347.98,21397.25,2748.23,4796.71,1705.13,25.96,30673.27,32610.1,0,0,0,0,0,0,0,0,835.81,0,0,927.77,896.11,0,0,3079.47,2066.64,0,1990.13,7583.09,0,17379.02,49989.11
December 2019,238.89,930.64,21746.34,5355.21,2787.21,1830.77,61.99,31781.52,32951.05,871.95,0,0,0,0,0,0,0,891.07,0,0,861.43,889.57,0,796.87,3069.11,5780.47,0,6069.57,11718.87,0,30948.9,63899.94
January 2020,0,150.61,10215.71,5796.82,1447.97,1836.12,28.11,19324.73,19475.34,0,0,0,0,0,0,0,0,0,0,0,0,1713.16,0,0,6648.54,3331.98,0,1782.91,10800.73,0,24277.33,43752.67
February 2020,86.6,788.05,16415.83,4935.28,2029.42,1657.96,24.92,25063.41,25938.06,0,0,0,0,0,0,0,1050.98,0,0,0,0,0,0,0,4357.75,5224.95,0,1919.25,7903.2,0,20456.14,46394.21
March 2020,283.91,173.45,23064.48,5617.75,1716.95,1786.08,0,32185.26,32642.62,0,0,0,1956.22,0,0,0,0,0,0,0,1830.97,0,0,0,9491.43,3181.12,0,2000.04,6216,0,24675.78,57318.4
April 2020,0,0,5211.36,5026.91,276.95,1775.7,0,12290.93,12290.93,0,0,0,982.79,0,0,0,0,0,1079.17,0,0,0,0,0,18006.15,0,0,2053.1,3771.11,0,25892.32,38183.24
May 2020,0,0,5958.9,3184.41,137.46,1785.46,0,11066.24,11066.24,0,0,0,0,0,0,0,0,0,0,0,869.89,0,0,0,17321.15,2126.56,0,807.14,0,0,21124.75,32190.98
June 2020,0,0,5506,4782.33,1250.97,1468.69,0,13007.98,13007.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10920.39,1063.64,0,0,0,0,11984.03,24992.01
July 2020,0,0,9799.71,4926.57,1329.57,1439.36,0,17495.21,17495.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7477.6,0,0,0,1640.69,0,9118.29,26613.5
August 2020,0,0,8661.78,2279.64,645.94,1388.23,0,12975.58,12975.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784.03,0,0,0,814.64,0,9598.67,22574.25
September 2020,0,0,8528.9,5313.36,551.1,1413.3,0,15806.67,15806.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440.46,0,0,0,0,0,7440.46,23247.13
October 2020,551.32,2602.83,23987.32,4528.18,1308.18,1796.95,0,31620.63,34774.78,487.53,0,0,0,0,0,0,0,0,0,0,986.8,0,0,0,5112.47,2137.82,0,943.82,0,0,9668.44,44443.23
November 2020,537.21,2560.9,23330.88,4862.94,2475.84,1784.02,78.5,32532.19,35630.3,0,0,0,0,0,0,0,989.46,0,0,0,0,0,0,0,1343.9,3193.21,0,627.32,10885.97,0,17039.87,52670.17
December 2020,2094.49,4796.67,25051.7,5108.35,8168.19,1795.48,2.84,40126.56,47017.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327.34,0,1056.33,11406.72,0,18790.39,65808.1
January 2021,13409.78,14120.62,25151.66,5609.13,10520.04,1806.01,0,43086.84,70617.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289.41,0,0,1933.42,0,8222.83,78840.07
February 2021,3305.91,5076.79,21768.74,4159.73,3457.23,1575.62,14.76,30976.07,39358.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.96,6259.82,0,0,12408.48,0,20356.26,59715.03
March 2021,2354.91,1862.85,22481.35,4888.24,1549.03,1782.94,35.47,30737.04,34954.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12304.83,5206.97,0,765.77,8180.46,0,26458.02,61412.82
April 2021,244.06,313.53,22349.54,2237.27,1926.9,1474,16.98,28004.68,28562.27,2123.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10887.63,4217.1,0,904.51,2023.04,0,20156.05,48718.32
May 2021,533.79,568.38,20070.84,3151.06,2327.82,1466.9,2.09,27018.7,28120.87,2125.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10871.06,2138.68,0,0,3897.37,0,19032.21,47153.09
June 2021,0,0,10912.21,5046.67,80.79,1373.19,0,17412.86,17412.86,843.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6839.13,3196.94,0,0,995.08,0,11874.9,29287.76
July 2021,0,0,15623.02,4939.98,1465.48,1732,18.15,23778.62,23778.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.67,0,0,0,0,0,1703.67,25482.29
August 2021,0,0,13049.76,4616.06,1906.03,1691.92,10.39,21274.16,21274.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.06,0,0,0,0,0,1372.06,22646.21
September 2021,0,0,13553.45,4594.76,2519.94,1604.02,0,22272.18,22272.18,1128.65,0,0,0,0,0,0,0,0,0,0,882.97,0,0,0,1710.2,0,0,0,0,0,3721.82,25994
October 2021,0,0,23442.59,4246.72,4512.05,1661.26,9.99,33872.6,33872.6,1973.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.02,7406.65,0,0,0,925.26,0,11393.59,45266.19
November 2021,2.07,916.53,23784.28,4800.08,6376.16,1589.98,4.53,36555.02,37473.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795.32,7176.51,3148.04,0,0,1882.82,0,17002.69,54476.32
December 2021,214.16,3064.92,25044.7,5700.36,7471.61,1786.61,0,40003.28,43282.36,0,0,0,0,0,0,0,0,0,1071.42,0,0,0,0,3157.14,0,4281.05,0,0,10060.12,0,18569.73,61852.08
January 2022,581.33,829.53,21823.98,5524.42,3633.72,1852.96,0,32835.07,34245.93,0,0,0,0,0,0,0,0,0,0,0,880.37,0,0,2101.24,5234.64,3181.24,0,1068.18,22969.11,0,35434.78,69680.71
February 2022,0,42.56,21453.38,5161.28,3043.8,1622.11,7.75,31288.32,31330.88,0,960.22,0,0,0,0,0,0,0,0,0,0,0,0,1023.25,6622.13,1056.37,887,0,11375.85,0,21924.81,53255.68
March 2022,0,68.75,23454.02,3091.92,2985.86,1517.5,2.6,31051.89,31120.64,0,923.55,0,0,0,0,0,719.05,0,0,0,989.58,0,0,2085.26,4343.99,1051.73,0,895.26,13308.23,0,24316.64,55437.27
April 2022,0,0,17746,3788.12,2953.14,981.8,0,25469.05,25469.05,2842.63,1991.36,0,0,0,0,0,421.35,0,0,0,0,0,0,2104.04,11055.02,0,0,0,14624,0,33038.4,58507.45
May 2022,0,0,15637.81,5620.9,3365.73,1356.26,0,25980.7,25980.7,922.93,0,0,0,0,0,0,0,0,0,0,962.7,0,0,1734.92,10541.46,0,0,0,7474.25,0,21636.25,47616.95
June 2022,0,0,14026.99,5579.48,3089.32,1762.74,0,24458.52,24458.52,0,0,0,0,0,0,0,0,0,0,0,0,839.86,0,2067.23,9504.64,0,0,0,2981.21,0,15392.95,39851.47
July 2022,0,0,19533.14,5378.92,3467.06,1700.58,19.36,30099.06,30099.06,0,0,0,0,0,0,0,0,0,0,0,833.84,0,0,984.77,7801.54,0,0,0,0,0,9620.15,39719.2
August 2022,0,0,18006.55,4984.84,2961.72,1618.99,0,27572.09,27572.09,0,0,0,0,0,0,0,0,0,0,0,0,0,270.83,2791.3,9286.86,0,0,0,0,0,12349,39921.09
September 2022,0,0,7188.22,5458.99,3149.71,1818.02,0,17614.95,17614.95,1412.02,0,0,0,0,0,0,0,0,0,0,891.87,0,0,1962.06,7639.97,0,0,0,9203.05,0,21108.97,38723.91
October 2022,0,0,17746.23,5847.36,3513.01,1817.63,0,28924.23,28924.23,1071.72,973.67,0,0,0,775.47,0,0,0,0,0,962.14,958.24,0,0,4366.39,0,0,0,11716.59,0,20824.21,49748.44
November 2022,0,0,16933.18,4985.18,3647.34,1683.29,0,27248.99,27248.99,0,978.52,0,0,0,0,0,0,0,0,0,0,0,0,2823.55,4275.88,0,0,0,17689.26,0,25767.21,53016.2
December 2022,0,238.41,22158.86,7804.42,4397.54,1794.17,0,36154.99,36393.4,0,973.5,0,0,0,0,0,0,0,0,0,0,891.13,0,4253.13,3348.15,0,0,0,26953.46,0,36419.36,72812.76
January 2023,0,68.66,21732.15,6284.63,2739.62,1742.25,0,32498.66,32567.32,0,3918.96,0,0,0,0,0,0,0,0,0,0,0,0,2109.48,3435.87,0,0,0,21615.06,0,31079.36,63646.68
February 2023,0,130.44,18458.26,5021.11,2809.64,1426.63,4.85,27720.48,27850.92,0,976.37,0,0,0,0,0,980.77,0,0,0,0,888.36,0,2145.08,1687.23,0,0,0,16190.42,0,22868.22,50719.14
March 2023,21,152.94,19840.53,5685.16,3115.1,1623.87,16.32,30280.98,30454.92,0,2955.02,0,0,0,0,0,1057.28,0,0,0,2665.39,0,0,1078.53,2134.95,0,0,1957.49,21317.92,0,33166.58,63621.49
April 2023,0,0,13282.11,5465.76,2298.7,1619.11,0,22665.68,22665.68,960.94,0,0,0,0,0,0,863.2,0,0,0,953.08,915.75,0,3082.85,6413.13,0,0,0,18842.02,0,32030.98,54696.66